INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
53192,67698,130561,1.2727,2.4545,1.9286,4450,526,0.1182,0.0837,0.0657,0.0341,3945,1982,0.5024,0.0742,0.0583,0.0302,12016,6133,0.5104,0.2259,0.1775,0.092,0,0,0.5209,0.0,0.0,0.0,6505,3105,0.4773,0.1223,0.0961,0.0498,3907,1935,0.4953,0.0735,0.0577,0.0299,1232,270,0.2192,0.0232,0.0182,0.0094,0,0,0.506,0.0,0.0,0.0,1508,823,0.5458,0.0284,0.0223,0.0116,12821,1011,0.0789,0.241,0.1894,0.0982,1972,994,0.5041,0.0371,0.0291,0.0151,48356,16779,0.347,0.9091,0.7143,0.3704,High,1,0,0,1,0,645,0
0,60809,109098,8.6769,7.8601,1.7941,0,0,0.4581,0.0629,0.0,0.0,0,0,0.5037,0.1286,0.0,0.0,0,0,0.5722,0.1932,0.0,0.0,0,0,1.0047,0.0,0.0,0.0,0,0,0.5827,0.0,0.0,0.0,1243,730,0.5873,0.2559,0.0204,0.0114,167,137,0.8204,0.0801,0.0027,0.0015,1476,747,0.5061,0.0723,0.0243,0.0135,0,0,0.5469,0.0558,0.0,0.0,14485,8329,0.575,0.0,0.2382,0.1328,514,259,0.5039,0.0804,0.0085,0.0047,17885,10202,0.5704,1.2004,0.2941,0.1639,No,1,0,0,1,0,513,1
77158,91187,315648,1.1818,4.0909,3.4615,5818,111,0.0191,0.0754,0.0638,0.0184,0,0,0.5001,0.0,0.0,0.0,17244,8694,0.5042,0.2235,0.1891,0.0546,0,0,1.0542,0.0,0.0,0.0,0,0,0.5431,0.0,0.0,0.0,5224,2386,0.4567,0.0677,0.0573,0.0166,467,110,0.2355,0.0061,0.0051,0.0015,16339,8269,0.5061,0.2118,0.1792,0.0518,1973,988,0.5008,0.0256,0.0216,0.0063,20234,3133,0.1548,0.2622,0.2219,0.0641,2845,1423,0.5002,0.0369,0.0312,0.009,70144,25114,0.358,0.9091,0.7692,0.2222,No,1,0,0,1,0,625,0
191741,479353,903923,2.5,4.7143,1.8857,8417,4172,0.4957,0.0439,0.0176,0.0093,4318,2157,0.4995,0.0225,0.009,0.0048,16438,8339,0.5073,0.0857,0.0343,0.0182,0,0,0.7248,0.0,0.0,0.0,0,0,0.5649,0.0,0.0,0.0,19876,11240,0.5655,0.1037,0.0415,0.022,8872,4807,0.5418,0.0463,0.0185,0.0098,0,0,0.5062,0.0,0.0,0.0,6589,2999,0.4552,0.0344,0.0137,0.0073,63792,43150,0.6764,0.3327,0.1331,0.0706,8656,4337,0.501,0.0451,0.0181,0.0096,136958,81201,0.5929,0.7143,0.2857,0.1515,No,1,0,0,1,0,630,0
258041,774122,1892299,3.0,7.3333,2.4444,20808,11949,0.5743,0.0806,0.0269,0.011,6856,3440,0.5018,0.0266,0.0089,0.0036,36617,23809,0.6502,0.1419,0.0473,0.0194,0,0,1.1619,0.0,0.0,0.0,0,0,0.5597,0.0,0.0,0.0,28130,14575,0.5181,0.109,0.0363,0.0149,11362,6531,0.5748,0.044,0.0147,0.006,0,0,0.5062,0.0,0.0,0.0,10387,5672,0.5461,0.0403,0.0134,0.0055,87225,46673,0.5351,0.338,0.1127,0.0461,13649,6821,0.4997,0.0529,0.0176,0.0072,215034,119470,0.5556,0.8333,0.2778,0.1136,No,1,0,0,1,0,550,0
73994,44396,628949,0.6,8.5,14.1668,4711,1185,0.2515,0.0637,0.1061,0.0075,6982,3516,0.5036,0.0944,0.1573,0.0111,31192,20431,0.655,0.4215,0.7026,0.0496,0,0,1.1975,0.0,0.0,0.0,0,0,0.5587,0.0,0.0,0.0,6745,3225,0.4781,0.0912,0.1519,0.0107,671,247,0.3681,0.0091,0.0151,0.0011,0,0,0.5062,0.0,0.0,0.0,2673,1216,0.4549,0.0361,0.0602,0.0042,17515,4921,0.281,0.2367,0.3945,0.0278,3505,1760,0.5021,0.0474,0.0789,0.0056,73994,36501,0.4933,1.0,1.6667,0.1176,No,1,0,0,1,0,555,1
95946,759572,239865,7.9167,2.5,0.3158,3045,896,0.2943,0.0317,0.004,0.0127,16193,8173,0.5047,0.1688,0.0213,0.0675,4357,2237,0.5134,0.0454,0.0057,0.0182,292,0,0.7705,0.003,0.0004,0.0012,0,0,0.493,0.0,0.0,0.0,37027,20923,0.5651,0.3859,0.0487,0.1544,6825,3796,0.5562,0.0711,0.009,0.0285,0,0,0.5062,0.0,0.0,0.0,3588,1796,0.5006,0.0374,0.0047,0.015,0,0,0.3666,0.0,0.0,0.0,8628,4332,0.5021,0.0899,0.0114,0.036,79955,42153,0.5272,0.8333,0.1053,0.3333,No,1,0,0,1,1,623,0
43996,70394,233179,1.6,5.3,3.3125,3875,1865,0.4813,0.0881,0.055,0.0166,0,0,0.5039,0.0,0.0,0.0,8407,4313,0.513,0.1911,0.1194,0.0361,73,0,0.8247,0.0017,0.001,0.0003,0,0,0.5626,0.0,0.0,0.0,2357,973,0.4128,0.0536,0.0335,0.0101,360,198,0.55,0.0082,0.0051,0.0015,7944,4020,0.506,0.1806,0.1129,0.0341,1152,576,0.5,0.0262,0.0164,0.0049,18443,8396,0.4552,0.4192,0.262,0.0791,1385,693,0.5004,0.0315,0.0197,0.0059,43996,21034,0.4781,1.0,0.625,0.1887,No,1,0,0,1,0,609,1
461420,1417220,3229943,3.0714,7.0,2.2791,16469,9897,0.6009,0.0357,0.0116,0.0051,9838,4956,0.5038,0.0213,0.0069,0.003,37452,18892,0.5044,0.0812,0.0264,0.0116,0,0,0.8963,0.0,0.0,0.0,19824,11107,0.5603,0.043,0.014,0.0061,40620,20978,0.5164,0.088,0.0287,0.0126,18675,9447,0.5059,0.0405,0.0132,0.0058,52912,26779,0.5061,0.1147,0.0373,0.0164,12267,6822,0.5561,0.0266,0.0087,0.0038,101862,53231,0.5226,0.2208,0.0719,0.0315,19667,9823,0.4995,0.0426,0.0139,0.0061,329586,171932,0.5217,0.7143,0.2326,0.102,High,1,1,1,1,0,740,0
174000,1502729,411273,8.6364,2.3636,0.2737,2831,812,0.2868,0.0163,0.0019,0.0069,0,0,0.5031,0.0,0.0,0.0,8683,5556,0.6399,0.0499,0.0058,0.0211,0,0,1.2379,0.0,0.0,0.0,2261,1133,0.5011,0.013,0.0015,0.0055,45891,22343,0.4869,0.2637,0.0305,0.1116,6001,308,0.0513,0.0345,0.004,0.0146,51602,26115,0.5061,0.2966,0.0343,0.1255,4333,2169,0.5006,0.0249,0.0029,0.0105,24098,1457,0.0605,0.1385,0.016,0.0586,12482,6312,0.5057,0.0717,0.0083,0.0303,158182,66205,0.4185,0.9091,0.1053,0.3846,High,1,0,1,1,1,636,0
150768,41119,1000553,0.2727,6.6364,24.3331,13714,7399,0.5395,0.091,0.3335,0.0137,0,0,0.5016,0.0,0.0,0.0,38678,25996,0.6721,0.2565,0.9406,0.0387,0,0,1.0421,0.0,0.0,0.0,15824,8371,0.529,0.105,0.3848,0.0158,8866,4586,0.5173,0.0588,0.2156,0.0089,3523,1643,0.4664,0.0234,0.0857,0.0035,0,0,0.5062,0.0,0.0,0.0,3570,1788,0.5008,0.0237,0.0868,0.0036,48584,17402,0.3582,0.3222,1.1815,0.0486,4303,2164,0.5029,0.0285,0.1046,0.0043,137062,69349,0.506,0.9091,3.3333,0.137,High,1,0,0,1,0,549,0
17716,265748,11811,15.0005,0.6667,0.0444,1375,681,0.4953,0.0776,0.0052,0.1164,0,0,0.5009,0.0,0.0,0.0,5308,2767,0.5213,0.2996,0.02,0.4494,0,0,1.1957,0.0,0.0,0.0,0,0,0.5023,0.0,0.0,0.0,5541,2413,0.4355,0.3128,0.0209,0.4691,4736,1066,0.2251,0.2673,0.0178,0.401,0,0,0.5061,0.0,0.0,0.0,288,144,0.5,0.0163,0.0011,0.0244,0,0,0.5076,0.0,0.0,0.0,2437,1233,0.5059,0.1376,0.0092,0.2063,19685,8304,0.4218,1.1111,0.0741,1.6667,No,1,0,0,1,0,653,0
140835,380254,1816772,2.7,12.9,4.7778,16362,10181,0.6222,0.1162,0.043,0.009,0,0,0.5037,0.0,0.0,0.0,13672,9031,0.6605,0.0971,0.036,0.0075,0,0,0.5592,0.0,0.0,0.0,0,0,0.5805,0.0,0.0,0.0,73754,38189,0.5178,0.5237,0.194,0.0406,10846,6342,0.5847,0.077,0.0285,0.006,0,0,0.5064,0.0,0.0,0.0,7237,3952,0.5461,0.0514,0.019,0.004,0,0,0.7537,0.0,0.0,0.0,18964,9535,0.5028,0.1347,0.0499,0.0104,140835,77230,0.5484,1.0,0.3704,0.0775,No,1,1,0,1,1,506,1
38535,558758,11560,14.5,0.3,0.0207,1209,643,0.5318,0.0314,0.0022,0.1046,0,0,0.5035,0.0,0.0,0.0,4235,2144,0.5063,0.1099,0.0076,0.3663,0,0,0.672,0.0,0.0,0.0,0,0,0.5554,0.0,0.0,0.0,5213,2697,0.5174,0.1353,0.0093,0.451,4223,1996,0.4726,0.1096,0.0076,0.3653,8838,4473,0.5061,0.2293,0.0158,0.7645,209,95,0.4545,0.0054,0.0004,0.0181,12635,6743,0.5337,0.3279,0.0226,1.093,1973,989,0.5013,0.0512,0.0035,0.1707,38535,19780,0.5133,1.0,0.069,3.3335,No,1,0,0,1,0,628,1
316549,2479635,2822564,7.8333,8.9167,1.1383,12509,6358,0.5083,0.0395,0.005,0.0044,0,0,0.5039,0.0,0.0,0.0,9282,4690,0.5053,0.0293,0.0037,0.0033,0,0,0.8721,0.0,0.0,0.0,2821,1386,0.4913,0.0089,0.0011,0.001,70035,36172,0.5165,0.2212,0.0282,0.0248,10856,6605,0.6084,0.0343,0.0044,0.0038,74439,37674,0.5061,0.2352,0.03,0.0264,7500,3754,0.5005,0.0237,0.003,0.0027,58355,31021,0.5316,0.1843,0.0235,0.0207,17994,9058,0.5034,0.0568,0.0073,0.0064,263791,136718,0.5183,0.8333,0.1064,0.0935,High,1,1,1,1,1,505,1
359558,419485,4344664,1.1667,12.0833,10.3571,23337,21029,0.9011,0.0649,0.0556,0.0054,0,0,0.5007,0.0,0.0,0.0,27362,13944,0.5096,0.0761,0.0652,0.0063,0,0,0.3842,0.0,0.0,0.0,0,0,0.4981,0.0,0.0,0.0,33561,19101,0.5691,0.0933,0.08,0.0077,13828,5271,0.3812,0.0385,0.033,0.0032,39085,19780,0.5061,0.1087,0.0932,0.009,12077,6046,0.5006,0.0336,0.0288,0.0028,135886,102124,0.7515,0.3779,0.3239,0.0313,14496,7289,0.5028,0.0403,0.0346,0.0033,299632,194584,0.6494,0.8333,0.7143,0.069,No,1,1,1,1,0,524,1
120396,953135,1956435,7.9167,16.25,2.0526,1968,490,0.249,0.0163,0.0021,0.001,0,0,0.5052,0.0,0.0,0.0,4552,2316,0.5088,0.0378,0.0048,0.0023,202,0,1.367,0.0017,0.0002,0.0001,0,0,0.5625,0.0,0.0,0.0,32349,15594,0.4821,0.2687,0.0339,0.0165,2420,435,0.1798,0.0201,0.0025,0.0012,36883,18666,0.5061,0.3063,0.0387,0.0189,3715,1860,0.5007,0.0309,0.0039,0.0019,9232,1294,0.1402,0.0767,0.0097,0.0047,9009,4550,0.5051,0.0748,0.0095,0.0046,100330,45205,0.4506,0.8333,0.1053,0.0513,No,1,0,1,1,1,494,1
246648,756387,493296,3.0667,2.0,0.6522,6309,4792,0.7595,0.0256,0.0083,0.0128,4567,2290,0.5014,0.0185,0.006,0.0093,17395,8877,0.5103,0.0705,0.023,0.0353,0,0,0.6381,0.0,0.0,0.0,0,0,0.4775,0.0,0.0,0.0,18805,9699,0.5158,0.0762,0.0249,0.0381,6238,3101,0.4971,0.0253,0.0082,0.0126,24517,12408,0.5061,0.0994,0.0324,0.0497,6943,3160,0.4551,0.0281,0.0092,0.0141,70565,36785,0.5213,0.2861,0.0933,0.143,9093,4559,0.5014,0.0369,0.012,0.0184,164432,85671,0.521,0.6667,0.2174,0.3333,No,1,0,1,1,0,623,0
0,31094,758,7.2934,4.9587,0.0244,0,0,0.6395,0.089,0.0,0.0,0,0,0.5046,0.0829,0.0,0.0,0,0,0.5476,0.0,0.0,0.0,0,0,0.4856,0.0004,0.0,0.0,0,0,0.538,0.0689,0.0,0.0,617,275,0.4457,0.1519,0.0198,0.814,101,41,0.4059,0.076,0.0032,0.1332,967,489,0.5057,0.2737,0.0311,1.2757,0,0,0.5448,0.002,0.0,0.0,5562,3036,0.5458,0.4273,0.1789,7.3377,337,169,0.5015,0.0536,0.0108,0.4446,7584,4010,0.5287,0.803,0.2439,10.0053,No,1,0,0,1,0,621,0
26498,339174,31798,12.8,1.2,0.0938,1340,1155,0.8619,0.0506,0.004,0.0421,0,0,0.5009,0.0,0.0,0.0,5124,3088,0.6027,0.1934,0.0151,0.1611,0,0,0.2878,0.0,0.0,0.0,0,0,0.4287,0.0,0.0,0.0,5201,2754,0.5295,0.1963,0.0153,0.1636,4062,2311,0.5689,0.1533,0.012,0.1277,8626,4365,0.506,0.3255,0.0254,0.2713,228,114,0.5,0.0086,0.0007,0.0072,0,0,0.4343,0.0,0.0,0.0,1917,969,0.5055,0.0723,0.0057,0.0603,26498,14756,0.5569,1.0,0.0781,0.8333,No,1,0,0,1,0,608,0
13863,1540,46209,0.1111,3.3333,30.0058,2582,2056,0.7963,0.1863,1.6766,0.0559,0,0,0.5025,0.0,0.0,0.0,3456,1766,0.511,0.2493,2.2442,0.0748,0,0,1.0094,0.0,0.0,0.0,1382,740,0.5355,0.0997,0.8974,0.0299,5479,3105,0.5667,0.3952,3.5578,0.1186,1446,950,0.657,0.1043,0.939,0.0313,0,0,0.5062,0.0,0.0,0.0,0,0,0.4393,0.0,0.0,0.0,0,0,0.1839,0.0,0.0,0.0,1058,531,0.5019,0.0763,0.687,0.0229,15403,9148,0.5939,1.1111,10.0019,0.3333,High,1,0,0,1,0,609,1
180627,614132,180627,3.4,1.0,0.2941,6134,2765,0.4508,0.034,0.01,0.034,25034,12568,0.502,0.1386,0.0408,0.1386,6679,3359,0.5029,0.037,0.0109,0.037,0,0,0.5638,0.0,0.0,0.0,2304,1305,0.5664,0.0128,0.0038,0.0128,57084,31986,0.5603,0.316,0.093,0.316,9227,4457,0.483,0.0511,0.015,0.0511,0,0,0.5062,0.0,0.0,0.0,5555,2781,0.5006,0.0308,0.009,0.0308,55240,30970,0.5606,0.3058,0.0899,0.3058,13370,6718,0.5025,0.074,0.0218,0.074,180627,96909,0.5365,1.0,0.2941,1.0,High,1,0,0,1,1,613,0
295637,665183,2833186,2.25,9.5833,4.2593,10551,4647,0.4404,0.0357,0.0159,0.0037,0,0,0.5014,0.0,0.0,0.0,8769,4414,0.5034,0.0297,0.0132,0.0031,0,0,0.9077,0.0,0.0,0.0,3154,1524,0.4832,0.0107,0.0047,0.0011,67448,34942,0.5181,0.2281,0.1014,0.0238,15060,6429,0.4269,0.0509,0.0226,0.0053,71691,36283,0.5061,0.2425,0.1078,0.0253,7224,3616,0.5006,0.0244,0.0109,0.0025,45123,24185,0.536,0.1526,0.0678,0.0159,17344,8700,0.5016,0.0587,0.0261,0.0061,246364,124740,0.5063,0.8333,0.3704,0.087,High,1,1,1,1,1,585,1
191015,1007170,191015,5.2727,1.0,0.1897,10979,5061,0.461,0.0575,0.0109,0.0575,26462,13311,0.503,0.1385,0.0263,0.1385,7104,3593,0.5058,0.0372,0.0071,0.0372,0,0,1.2632,0.0,0.0,0.0,0,0,0.4378,0.0,0.0,0.0,54622,28221,0.5167,0.286,0.0542,0.286,9941,1672,0.1682,0.052,0.0099,0.052,0,0,0.5061,0.0,0.0,0.0,5369,2932,0.5461,0.0281,0.0053,0.0281,45073,23877,0.5297,0.236,0.0448,0.236,14100,7058,0.5006,0.0738,0.014,0.0738,173650,85725,0.4937,0.9091,0.1724,0.9091,No,1,0,0,1,1,686,0
192987,791247,1370208,4.1,7.1,1.7317,8304,3428,0.4128,0.043,0.0105,0.0061,0,0,0.5039,0.0,0.0,0.0,9671,4909,0.5076,0.0501,0.0122,0.0071,0,0,0.3719,0.0,0.0,0.0,0,0,0.5421,0.0,0.0,0.0,74192,38319,0.5165,0.3844,0.0938,0.0541,11189,4211,0.3764,0.058,0.0141,0.0082,0,0,0.506,0.0,0.0,0.0,7949,3980,0.5007,0.0412,0.01,0.0058,62608,39405,0.6294,0.3244,0.0791,0.0457,19074,9564,0.5014,0.0988,0.0241,0.0139,192987,103816,0.5379,1.0,0.2439,0.1408,No,1,1,0,1,1,587,0
49678,94388,64581,1.9,1.3,0.6842,2551,518,0.2031,0.0514,0.027,0.0395,0,0,0.5037,0.0,0.0,0.0,17080,11064,0.6478,0.3438,0.181,0.2645,0,0,0.8588,0.0,0.0,0.0,0,0,0.5333,0.0,0.0,0.0,3652,1668,0.4567,0.0735,0.0387,0.0565,1044,581,0.5565,0.021,0.0111,0.0162,0,0,0.506,0.0,0.0,0.0,1515,828,0.5465,0.0305,0.0161,0.0235,21851,12033,0.5507,0.4399,0.2315,0.3384,1985,990,0.4987,0.04,0.021,0.0307,49678,27682,0.5572,1.0,0.5263,0.7692,No,1,0,0,1,0,618,0
50580,13795,335669,0.2727,6.6364,24.3327,1506,667,0.4429,0.0298,0.1092,0.0045,11076,5575,0.5033,0.219,0.8029,0.033,6976,4913,0.7043,0.1379,0.5057,0.0208,0,0,0.2803,0.0,0.0,0.0,1555,586,0.3768,0.0307,0.1127,0.0046,5900,3040,0.5153,0.1166,0.4277,0.0176,1078,483,0.4481,0.0213,0.0781,0.0032,0,0,0.5061,0.0,0.0,0.0,0,0,0.4704,0.0,0.0,0.0,16618,7798,0.4693,0.3285,1.2046,0.0495,1273,635,0.4988,0.0252,0.0923,0.0038,45982,23697,0.5154,0.9091,3.3332,0.137,High,1,0,0,1,0,538,0
128017,256034,1075343,2.0,8.4,4.2,7793,5379,0.6902,0.0609,0.0304,0.0072,0,0,0.5032,0.0,0.0,0.0,29514,15116,0.5122,0.2305,0.1153,0.0274,0,0,0.6156,0.0,0.0,0.0,0,0,0.6139,0.0,0.0,0.0,10093,5205,0.5157,0.0788,0.0394,0.0094,1770,1195,0.6751,0.0138,0.0069,0.0016,0,0,0.5059,0.0,0.0,0.0,4084,2044,0.5005,0.0319,0.016,0.0038,69881,33552,0.4801,0.5459,0.2729,0.065,4882,2458,0.5035,0.0381,0.0191,0.0045,128017,64949,0.5073,1.0,0.5,0.119,No,1,1,0,1,0,575,1
270296,602968,2099992,2.2308,7.7692,3.4828,15722,8325,0.5295,0.0582,0.0261,0.0075,5710,2865,0.5018,0.0211,0.0095,0.0027,21804,11117,0.5099,0.0807,0.0362,0.0104,0,0,0.8828,0.0,0.0,0.0,10098,4007,0.3968,0.0374,0.0167,0.0048,23730,12260,0.5166,0.0878,0.0394,0.0113,13551,8040,0.5933,0.0501,0.0225,0.0065,30768,15571,0.5061,0.1138,0.051,0.0147,8714,4759,0.5461,0.0322,0.0145,0.0041,66433,31239,0.4702,0.2458,0.1102,0.0316,11390,5726,0.5027,0.0421,0.0189,0.0054,207920,103909,0.4998,0.7692,0.3448,0.099,High,1,1,1,1,0,603,0
251930,197945,2483310,0.7857,9.8571,12.5455,9376,0,0.8962,0.0372,0.0474,0.0038,0,0,0.4987,0.0,0.0,0.0,62529,44066,0.7047,0.2482,0.3159,0.0252,0,0,1.2196,0.0,0.0,0.0,17321,9065,0.5234,0.0688,0.0875,0.007,46103,26604,0.5771,0.183,0.2329,0.0186,10153,5479,0.5396,0.0403,0.0513,0.0041,0,0,0.5061,0.0,0.0,0.0,14871,6768,0.4551,0.059,0.0751,0.006,0,0,0.43,0.0,0.0,0.0,19597,9882,0.5043,0.0778,0.099,0.0079,179950,101864,0.5661,0.7143,0.9091,0.0725,High,1,1,0,1,0,525,1
199262,611069,292250,3.0667,1.4667,0.4783,7577,3782,0.4991,0.038,0.0124,0.0259,0,0,0.5032,0.0,0.0,0.0,19536,12584,0.6441,0.098,0.032,0.0668,0,0,0.338,0.0,0.0,0.0,0,0,0.6078,0.0,0.0,0.0,15382,7957,0.5173,0.0772,0.0252,0.0526,4487,885,0.1972,0.0225,0.0073,0.0154,20018,10131,0.5061,0.1005,0.0328,0.0685,6185,3097,0.5007,0.031,0.0101,0.0212,52234,25351,0.4853,0.2621,0.0855,0.1787,7422,3717,0.5008,0.0372,0.0121,0.0254,132841,67504,0.5082,0.6667,0.2174,0.4545,No,1,0,0,1,0,635,1
55030,330178,18343,6.0,0.3333,0.0556,1012,227,0.2243,0.0184,0.0031,0.0552,0,0,0.5008,0.0,0.0,0.0,13362,8856,0.6628,0.2428,0.0405,0.7285,0,0,0.2251,0.0,0.0,0.0,0,0,0.5078,0.0,0.0,0.0,9436,3899,0.4132,0.1715,0.0286,0.5144,5300,2661,0.5021,0.0963,0.0161,0.2889,0,0,0.5059,0.0,0.0,0.0,387,215,0.5556,0.007,0.0012,0.0211,27325,14374,0.526,0.4965,0.0828,1.4897,4322,2175,0.5032,0.0785,0.0131,0.2356,61144,32407,0.53,1.1111,0.1852,3.3334,No,1,0,0,1,0,630,0
48536,281509,97072,5.8,2.0,0.3448,1332,167,0.1254,0.0274,0.0047,0.0137,0,0,0.5046,0.0,0.0,0.0,8838,4434,0.5017,0.1821,0.0314,0.091,147,118,0.8027,0.003,0.0005,0.0015,0,0,0.514,0.0,0.0,0.0,10844,5580,0.5146,0.2234,0.0385,0.1117,7420,1019,0.1373,0.1529,0.0264,0.0764,0,0,0.506,0.0,0.0,0.0,480,240,0.5,0.0099,0.0017,0.0049,15411,10488,0.6806,0.3175,0.0547,0.1588,4064,2048,0.5039,0.0837,0.0144,0.0419,48536,24094,0.4964,1.0,0.1724,0.5,No,1,0,0,1,0,614,0
11722,5210,302180,0.4445,25.7789,58.0,1357,824,0.6072,0.1158,0.2605,0.0045,0,0,0.5016,0.0,0.0,0.0,2726,1379,0.5059,0.2326,0.5232,0.009,0,0,0.7876,0.0,0.0,0.0,0,0,0.5868,0.0,0.0,0.0,4418,2588,0.5858,0.3769,0.848,0.0146,1053,761,0.7227,0.0898,0.2021,0.0035,2654,1343,0.506,0.2264,0.5094,0.0088,0,0,0.4993,0.0,0.0,0.0,0,0,0.2583,0.0,0.0,0.0,817,412,0.5043,0.0697,0.1568,0.0027,13025,7307,0.561,1.1112,2.5,0.0431,No,1,0,0,1,0,385,0
25301,232310,23001,9.1819,0.9091,0.099,1130,888,0.7858,0.0447,0.0049,0.0491,0,0,0.5035,0.0,0.0,0.0,2706,1384,0.5115,0.107,0.0116,0.1176,0,0,1.1797,0.0,0.0,0.0,0,0,0.5127,0.0,0.0,0.0,3839,2244,0.5845,0.1517,0.0165,0.1669,1256,471,0.375,0.0496,0.0054,0.0546,5600,2834,0.5061,0.2213,0.0241,0.2435,132,72,0.5455,0.0052,0.0006,0.0057,7095,4861,0.6851,0.2804,0.0305,0.3085,1243,624,0.502,0.0491,0.0054,0.054,23001,13378,0.5816,0.9091,0.099,1.0,No,1,0,0,1,0,593,0
25397,12698,690798,0.5,27.2,54.4021,1065,726,0.6817,0.0419,0.0839,0.0015,0,0,0.502,0.0,0.0,0.0,3349,1690,0.5046,0.1319,0.2637,0.0048,0,0,0.7197,0.0,0.0,0.0,0,0,0.5236,0.0,0.0,0.0,4771,2463,0.5162,0.1879,0.3757,0.0069,614,127,0.2068,0.0242,0.0484,0.0009,0,0,0.5061,0.0,0.0,0.0,0,0,0.5298,0.0,0.0,0.0,14568,7805,0.5358,0.5736,1.1473,0.0211,1030,517,0.5019,0.0406,0.0811,0.0015,25397,13328,0.5248,1.0,2.0001,0.0368,No,1,0,0,1,0,361,1
125575,75345,150690,0.6,1.2,2.0,14877,9903,0.6657,0.1185,0.1975,0.0987,6631,3333,0.5026,0.0528,0.088,0.044,20363,10276,0.5046,0.1622,0.2703,0.1351,0,0,0.2317,0.0,0.0,0.0,0,0,0.4994,0.0,0.0,0.0,7623,4296,0.5636,0.0607,0.1012,0.0506,3210,2037,0.6346,0.0256,0.0426,0.0213,0,0,0.5061,0.0,0.0,0.0,2074,693,0.3341,0.0165,0.0275,0.0138,67464,43495,0.6447,0.5372,0.8954,0.4477,3333,1670,0.5011,0.0265,0.0442,0.0221,125575,75703,0.6029,1.0,1.6667,0.8333,No,1,0,0,1,0,617,0
86362,69090,371357,0.8,4.3,5.375,10060,5523,0.549,0.1165,0.1456,0.0271,4642,2326,0.5011,0.0538,0.0672,0.0125,14032,7164,0.5105,0.1625,0.2031,0.0378,0,0,1.0391,0.0,0.0,0.0,0,0,0.4782,0.0,0.0,0.0,5017,2714,0.541,0.0581,0.0726,0.0135,2148,1331,0.6196,0.0249,0.0311,0.0058,13282,6722,0.5061,0.1538,0.1922,0.0358,1923,963,0.5008,0.0223,0.0278,0.0052,32935,18966,0.5759,0.3814,0.4767,0.0887,2323,1171,0.5041,0.0269,0.0336,0.0063,86362,46880,0.5428,1.0,1.25,0.2326,No,1,0,1,1,0,616,1
88276,105931,635587,1.2,7.2,6.0,8884,1579,0.1777,0.1006,0.0839,0.014,0,0,0.5039,0.0,0.0,0.0,17509,8892,0.5079,0.1983,0.1653,0.0275,0,0,1.5176,0.0,0.0,0.0,8606,4421,0.5137,0.0975,0.0812,0.0135,5914,3065,0.5183,0.067,0.0558,0.0093,1727,1050,0.608,0.0196,0.0163,0.0027,0,0,0.506,0.0,0.0,0.0,2180,992,0.455,0.0247,0.0206,0.0034,40585,19828,0.4886,0.4598,0.3831,0.0639,2871,1440,0.5016,0.0325,0.0271,0.0045,88276,41267,0.4675,1.0,0.8333,0.1389,High,1,0,0,1,0,564,0
